"","date","topic_num","n","topic_label"
"368",2020-06-01,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"369",2020-06-02,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"370",2020-06-03,3,5,"Topic-3: Access to education 
for crisis-affected girls "
"371",2020-06-04,3,5,"Topic-3: Access to education 
for crisis-affected girls "
"372",2020-06-05,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"373",2020-06-06,3,6,"Topic-3: Access to education 
for crisis-affected girls "
"374",2020-06-08,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"375",2020-06-09,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"376",2020-06-10,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"377",2020-06-11,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"378",2020-06-12,3,5,"Topic-3: Access to education 
for crisis-affected girls "
"379",2020-06-13,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"380",2020-06-14,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"381",2020-06-15,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"382",2020-06-16,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"383",2020-06-17,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"384",2020-06-18,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"385",2020-06-19,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"386",2020-06-20,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"387",2020-06-22,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"388",2020-06-23,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"389",2020-06-24,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"390",2020-06-25,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"391",2020-06-26,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"392",2020-06-29,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"393",2020-06-30,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"394",2020-07-01,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"395",2020-07-02,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"396",2020-07-03,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"397",2020-07-04,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"398",2020-07-05,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"399",2020-07-06,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"400",2020-07-07,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"401",2020-07-09,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"402",2020-07-10,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"403",2020-07-11,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"404",2020-07-13,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"405",2020-07-14,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"406",2020-07-15,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"407",2020-07-16,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"408",2020-07-17,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"409",2020-07-19,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"410",2020-07-20,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"411",2020-07-21,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"412",2020-07-23,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"413",2020-07-24,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"414",2020-07-26,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"415",2020-07-27,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"416",2020-07-28,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"417",2020-07-29,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"418",2020-08-02,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"419",2020-08-04,3,5,"Topic-3: Access to education 
for crisis-affected girls "
"420",2020-08-05,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"421",2020-08-06,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"422",2020-08-07,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"423",2020-08-08,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"424",2020-08-10,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"425",2020-08-11,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"426",2020-08-14,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"427",2020-08-15,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"428",2020-08-18,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"429",2020-08-19,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"430",2020-08-20,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"431",2020-08-21,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"432",2020-08-24,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"433",2020-08-25,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"434",2020-08-26,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"435",2020-08-27,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"436",2020-08-28,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"437",2020-08-29,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"438",2020-08-31,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"439",2020-09-01,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"440",2020-09-02,3,5,"Topic-3: Access to education 
for crisis-affected girls "
"441",2020-09-03,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"442",2020-09-04,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"443",2020-09-05,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"444",2020-09-06,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"445",2020-09-07,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"446",2020-09-08,3,5,"Topic-3: Access to education 
for crisis-affected girls "
"447",2020-09-09,3,5,"Topic-3: Access to education 
for crisis-affected girls "
"448",2020-09-10,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"449",2020-09-11,3,6,"Topic-3: Access to education 
for crisis-affected girls "
"450",2020-09-13,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"451",2020-09-14,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"452",2020-09-15,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"453",2020-09-16,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"454",2020-09-17,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"455",2020-09-18,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"456",2020-09-19,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"457",2020-09-20,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"458",2020-09-21,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"459",2020-09-22,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"460",2020-09-23,3,10,"Topic-3: Access to education 
for crisis-affected girls "
"461",2020-09-24,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"462",2020-09-25,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"463",2020-09-28,3,6,"Topic-3: Access to education 
for crisis-affected girls "
"464",2020-09-29,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"465",2020-09-30,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"466",2020-10-01,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"467",2020-10-02,3,6,"Topic-3: Access to education 
for crisis-affected girls "
"468",2020-10-03,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"469",2020-10-04,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"470",2020-10-05,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"471",2020-10-06,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"472",2020-10-07,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"473",2020-10-08,3,6,"Topic-3: Access to education 
for crisis-affected girls "
"474",2020-10-09,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"475",2020-10-10,3,6,"Topic-3: Access to education 
for crisis-affected girls "
"476",2020-10-11,3,17,"Topic-3: Access to education 
for crisis-affected girls "
"477",2020-10-12,3,7,"Topic-3: Access to education 
for crisis-affected girls "
"478",2020-10-13,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"479",2020-10-14,3,10,"Topic-3: Access to education 
for crisis-affected girls "
"480",2020-10-15,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"481",2020-10-16,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"482",2020-10-17,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"483",2020-10-19,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"484",2020-10-20,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"485",2020-10-21,3,9,"Topic-3: Access to education 
for crisis-affected girls "
"486",2020-10-22,3,5,"Topic-3: Access to education 
for crisis-affected girls "
"487",2020-10-23,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"488",2020-10-24,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"489",2020-10-25,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"490",2020-10-26,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"491",2020-10-27,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"492",2020-10-29,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"493",2020-10-30,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"494",2020-10-31,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"495",2020-11-01,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"496",2020-11-02,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"497",2020-11-03,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"498",2020-11-04,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"499",2020-11-05,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"500",2020-11-06,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"501",2020-11-07,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"502",2020-11-08,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"503",2020-11-09,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"504",2020-11-10,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"505",2020-11-12,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"506",2020-11-13,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"507",2020-11-14,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"508",2020-11-16,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"509",2020-11-17,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"510",2020-11-18,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"511",2020-11-19,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"512",2020-11-20,3,7,"Topic-3: Access to education 
for crisis-affected girls "
"513",2020-11-21,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"514",2020-11-22,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"515",2020-11-23,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"516",2020-11-24,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"517",2020-11-26,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"518",2020-11-27,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"519",2020-11-28,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"520",2020-11-29,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"521",2020-11-30,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"522",2020-12-01,3,5,"Topic-3: Access to education 
for crisis-affected girls "
"523",2020-12-02,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"524",2020-12-03,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"525",2020-12-04,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"526",2020-12-05,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"527",2020-12-06,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"528",2020-12-07,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"529",2020-12-08,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"530",2020-12-09,3,5,"Topic-3: Access to education 
for crisis-affected girls "
"531",2020-12-10,3,6,"Topic-3: Access to education 
for crisis-affected girls "
"532",2020-12-11,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"533",2020-12-12,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"534",2020-12-13,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"535",2020-12-14,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"536",2020-12-15,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"537",2020-12-16,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"538",2020-12-17,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"539",2020-12-18,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"540",2020-12-19,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"541",2020-12-20,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"542",2020-12-21,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"543",2020-12-23,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"544",2020-12-24,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"545",2020-12-27,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"546",2020-12-28,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"547",2020-12-29,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"548",2020-12-30,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"549",2020-12-31,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"550",2021-01-01,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"551",2021-01-02,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"552",2021-01-03,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"553",2021-01-04,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"554",2021-01-05,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"555",2021-01-06,3,6,"Topic-3: Access to education 
for crisis-affected girls "
"556",2021-01-07,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"557",2021-01-08,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"558",2021-01-09,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"559",2021-01-10,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"560",2021-01-11,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"561",2021-01-13,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"562",2021-01-14,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"563",2021-01-15,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"564",2021-01-16,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"565",2021-01-17,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"566",2021-01-18,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"567",2021-01-20,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"568",2021-01-21,3,5,"Topic-3: Access to education 
for crisis-affected girls "
"569",2021-01-22,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"570",2021-01-23,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"571",2021-01-24,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"572",2021-01-25,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"573",2021-01-26,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"574",2021-01-27,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"575",2021-01-28,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"576",2021-01-29,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"577",2021-01-30,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"578",2021-01-31,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"579",2021-02-01,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"580",2021-02-02,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"581",2021-02-03,3,5,"Topic-3: Access to education 
for crisis-affected girls "
"582",2021-02-04,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"583",2021-02-05,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"584",2021-02-06,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"585",2021-02-08,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"586",2021-02-09,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"587",2021-02-10,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"588",2021-02-11,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"589",2021-02-12,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"590",2021-02-13,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"591",2021-02-14,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"592",2021-02-15,3,6,"Topic-3: Access to education 
for crisis-affected girls "
"593",2021-02-16,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"594",2021-02-17,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"595",2021-02-18,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"596",2021-02-19,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"597",2021-02-20,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"598",2021-02-21,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"599",2021-02-22,3,7,"Topic-3: Access to education 
for crisis-affected girls "
"600",2021-02-23,3,4,"Topic-3: Access to education 
for crisis-affected girls "
"601",2021-02-24,3,2,"Topic-3: Access to education 
for crisis-affected girls "
"602",2021-02-25,3,6,"Topic-3: Access to education 
for crisis-affected girls "
"603",2021-02-26,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"604",2021-02-27,3,3,"Topic-3: Access to education 
for crisis-affected girls "
"605",2021-02-28,3,1,"Topic-3: Access to education 
for crisis-affected girls "
"606",2020-03-03,6,1,"Topic-6: Gender disparities 
in educational attainment "
"607",2020-03-04,6,4,"Topic-6: Gender disparities 
in educational attainment "
"608",2020-03-06,6,5,"Topic-6: Gender disparities 
in educational attainment "
"609",2020-03-07,6,6,"Topic-6: Gender disparities 
in educational attainment "
"610",2020-03-08,6,8,"Topic-6: Gender disparities 
in educational attainment "
"611",2020-03-09,6,4,"Topic-6: Gender disparities 
in educational attainment "
"612",2020-03-10,6,9,"Topic-6: Gender disparities 
in educational attainment "
"613",2020-03-11,6,2,"Topic-6: Gender disparities 
in educational attainment "
"614",2020-03-12,6,6,"Topic-6: Gender disparities 
in educational attainment "
"615",2020-03-13,6,2,"Topic-6: Gender disparities 
in educational attainment "
"616",2020-03-16,6,4,"Topic-6: Gender disparities 
in educational attainment "
"617",2020-03-17,6,4,"Topic-6: Gender disparities 
in educational attainment "
"618",2020-03-18,6,1,"Topic-6: Gender disparities 
in educational attainment "
"619",2020-03-19,6,1,"Topic-6: Gender disparities 
in educational attainment "
"620",2020-03-26,6,1,"Topic-6: Gender disparities 
in educational attainment "
"621",2020-03-27,6,1,"Topic-6: Gender disparities 
in educational attainment "
"622",2020-03-29,6,1,"Topic-6: Gender disparities 
in educational attainment "
"623",2020-03-31,6,2,"Topic-6: Gender disparities 
in educational attainment "
"624",2020-04-01,6,1,"Topic-6: Gender disparities 
in educational attainment "
"625",2020-04-02,6,3,"Topic-6: Gender disparities 
in educational attainment "
"626",2020-04-03,6,1,"Topic-6: Gender disparities 
in educational attainment "
"627",2020-04-04,6,1,"Topic-6: Gender disparities 
in educational attainment "
"628",2020-04-06,6,1,"Topic-6: Gender disparities 
in educational attainment "
"629",2020-04-07,6,1,"Topic-6: Gender disparities 
in educational attainment "
"630",2020-04-08,6,3,"Topic-6: Gender disparities 
in educational attainment "
"631",2020-04-09,6,3,"Topic-6: Gender disparities 
in educational attainment "
"632",2020-04-11,6,1,"Topic-6: Gender disparities 
in educational attainment "
"633",2020-04-13,6,3,"Topic-6: Gender disparities 
in educational attainment "
"634",2020-04-14,6,2,"Topic-6: Gender disparities 
in educational attainment "
"635",2020-04-15,6,3,"Topic-6: Gender disparities 
in educational attainment "
"636",2020-04-16,6,2,"Topic-6: Gender disparities 
in educational attainment "
"637",2020-04-19,6,1,"Topic-6: Gender disparities 
in educational attainment "
"638",2020-04-20,6,1,"Topic-6: Gender disparities 
in educational attainment "
"639",2020-04-24,6,2,"Topic-6: Gender disparities 
in educational attainment "
"640",2020-04-27,6,1,"Topic-6: Gender disparities 
in educational attainment "
"641",2020-04-28,6,2,"Topic-6: Gender disparities 
in educational attainment "
"642",2020-04-30,6,3,"Topic-6: Gender disparities 
in educational attainment "
"643",2020-05-01,6,2,"Topic-6: Gender disparities 
in educational attainment "
"644",2020-05-02,6,2,"Topic-6: Gender disparities 
in educational attainment "
"645",2020-05-03,6,2,"Topic-6: Gender disparities 
in educational attainment "
"646",2020-05-04,6,6,"Topic-6: Gender disparities 
in educational attainment "
"647",2020-05-05,6,3,"Topic-6: Gender disparities 
in educational attainment "
"648",2020-05-06,6,1,"Topic-6: Gender disparities 
in educational attainment "
"649",2020-05-07,6,1,"Topic-6: Gender disparities 
in educational attainment "
"650",2020-05-08,6,2,"Topic-6: Gender disparities 
in educational attainment "
"651",2020-05-12,6,2,"Topic-6: Gender disparities 
in educational attainment "
"652",2020-05-13,6,2,"Topic-6: Gender disparities 
in educational attainment "
"653",2020-05-14,6,3,"Topic-6: Gender disparities 
in educational attainment "
"654",2020-05-15,6,1,"Topic-6: Gender disparities 
in educational attainment "
"655",2020-05-16,6,1,"Topic-6: Gender disparities 
in educational attainment "
"656",2020-05-18,6,3,"Topic-6: Gender disparities 
in educational attainment "
"657",2020-05-19,6,1,"Topic-6: Gender disparities 
in educational attainment "
"658",2020-05-20,6,1,"Topic-6: Gender disparities 
in educational attainment "
"659",2020-05-21,6,2,"Topic-6: Gender disparities 
in educational attainment "
"660",2020-05-22,6,2,"Topic-6: Gender disparities 
in educational attainment "
"661",2020-05-23,6,1,"Topic-6: Gender disparities 
in educational attainment "
"662",2020-05-25,6,1,"Topic-6: Gender disparities 
in educational attainment "
"663",2020-05-27,6,1,"Topic-6: Gender disparities 
in educational attainment "
"664",2020-05-28,6,4,"Topic-6: Gender disparities 
in educational attainment "
"665",2020-05-29,6,2,"Topic-6: Gender disparities 
in educational attainment "
"666",2020-06-01,6,1,"Topic-6: Gender disparities 
in educational attainment "
"667",2020-06-02,6,1,"Topic-6: Gender disparities 
in educational attainment "
"668",2020-06-03,6,2,"Topic-6: Gender disparities 
in educational attainment "
"669",2020-06-06,6,1,"Topic-6: Gender disparities 
in educational attainment "
"670",2020-06-07,6,1,"Topic-6: Gender disparities 
in educational attainment "
"671",2020-06-08,6,1,"Topic-6: Gender disparities 
in educational attainment "
"672",2020-06-09,6,1,"Topic-6: Gender disparities 
in educational attainment "
"673",2020-06-10,6,1,"Topic-6: Gender disparities 
in educational attainment "
"674",2020-06-11,6,3,"Topic-6: Gender disparities 
in educational attainment "
"675",2020-06-12,6,2,"Topic-6: Gender disparities 
in educational attainment "
"676",2020-06-14,6,1,"Topic-6: Gender disparities 
in educational attainment "
"677",2020-06-15,6,1,"Topic-6: Gender disparities 
in educational attainment "
"678",2020-06-16,6,1,"Topic-6: Gender disparities 
in educational attainment "
"679",2020-06-17,6,2,"Topic-6: Gender disparities 
in educational attainment "
"680",2020-06-18,6,2,"Topic-6: Gender disparities 
in educational attainment "
"681",2020-06-19,6,1,"Topic-6: Gender disparities 
in educational attainment "
"682",2020-06-20,6,2,"Topic-6: Gender disparities 
in educational attainment "
"683",2020-06-21,6,1,"Topic-6: Gender disparities 
in educational attainment "
"684",2020-06-22,6,2,"Topic-6: Gender disparities 
in educational attainment "
"685",2020-06-23,6,1,"Topic-6: Gender disparities 
in educational attainment "
"686",2020-06-24,6,2,"Topic-6: Gender disparities 
in educational attainment "
"687",2020-06-26,6,2,"Topic-6: Gender disparities 
in educational attainment "
"688",2020-06-29,6,2,"Topic-6: Gender disparities 
in educational attainment "
"689",2020-06-30,6,1,"Topic-6: Gender disparities 
in educational attainment "
"690",2020-07-01,6,7,"Topic-6: Gender disparities 
in educational attainment "
"691",2020-07-02,6,3,"Topic-6: Gender disparities 
in educational attainment "
"692",2020-07-03,6,1,"Topic-6: Gender disparities 
in educational attainment "
"693",2020-07-08,6,2,"Topic-6: Gender disparities 
in educational attainment "
"694",2020-07-09,6,5,"Topic-6: Gender disparities 
in educational attainment "
"695",2020-07-10,6,1,"Topic-6: Gender disparities 
in educational attainment "
"696",2020-07-12,6,1,"Topic-6: Gender disparities 
in educational attainment "
"697",2020-07-13,6,2,"Topic-6: Gender disparities 
in educational attainment "
"698",2020-07-14,6,2,"Topic-6: Gender disparities 
in educational attainment "
"699",2020-07-15,6,1,"Topic-6: Gender disparities 
in educational attainment "
"700",2020-07-16,6,3,"Topic-6: Gender disparities 
in educational attainment "
"701",2020-07-17,6,2,"Topic-6: Gender disparities 
in educational attainment "
"702",2020-07-18,6,3,"Topic-6: Gender disparities 
in educational attainment "
"703",2020-07-22,6,3,"Topic-6: Gender disparities 
in educational attainment "
"704",2020-07-24,6,4,"Topic-6: Gender disparities 
in educational attainment "
"705",2020-07-25,6,3,"Topic-6: Gender disparities 
in educational attainment "
"706",2020-07-26,6,3,"Topic-6: Gender disparities 
in educational attainment "
"707",2020-07-27,6,4,"Topic-6: Gender disparities 
in educational attainment "
"708",2020-07-28,6,2,"Topic-6: Gender disparities 
in educational attainment "
"709",2020-07-30,6,1,"Topic-6: Gender disparities 
in educational attainment "
"710",2020-08-01,6,2,"Topic-6: Gender disparities 
in educational attainment "
"711",2020-08-02,6,1,"Topic-6: Gender disparities 
in educational attainment "
"712",2020-08-03,6,1,"Topic-6: Gender disparities 
in educational attainment "
"713",2020-08-04,6,2,"Topic-6: Gender disparities 
in educational attainment "
"714",2020-08-05,6,1,"Topic-6: Gender disparities 
in educational attainment "
"715",2020-08-06,6,2,"Topic-6: Gender disparities 
in educational attainment "
"716",2020-08-07,6,1,"Topic-6: Gender disparities 
in educational attainment "
"717",2020-08-08,6,1,"Topic-6: Gender disparities 
in educational attainment "
"718",2020-08-10,6,3,"Topic-6: Gender disparities 
in educational attainment "
"719",2020-08-11,6,1,"Topic-6: Gender disparities 
in educational attainment "
"720",2020-08-13,6,3,"Topic-6: Gender disparities 
in educational attainment "
"721",2020-08-14,6,4,"Topic-6: Gender disparities 
in educational attainment "
"722",2020-08-16,6,1,"Topic-6: Gender disparities 
in educational attainment "
"723",2020-08-17,6,3,"Topic-6: Gender disparities 
in educational attainment "
"724",2020-08-18,6,1,"Topic-6: Gender disparities 
in educational attainment "
"725",2020-08-19,6,1,"Topic-6: Gender disparities 
in educational attainment "
"726",2020-08-20,6,4,"Topic-6: Gender disparities 
in educational attainment "
"727",2020-08-21,6,1,"Topic-6: Gender disparities 
in educational attainment "
"728",2020-08-22,6,1,"Topic-6: Gender disparities 
in educational attainment "
"729",2020-08-24,6,1,"Topic-6: Gender disparities 
in educational attainment "
"730",2020-08-25,6,3,"Topic-6: Gender disparities 
in educational attainment "
"731",2020-08-27,6,1,"Topic-6: Gender disparities 
in educational attainment "
"732",2020-08-28,6,4,"Topic-6: Gender disparities 
in educational attainment "
"733",2020-08-30,6,1,"Topic-6: Gender disparities 
in educational attainment "
"734",2020-08-31,6,1,"Topic-6: Gender disparities 
in educational attainment "
"735",2020-09-04,6,2,"Topic-6: Gender disparities 
in educational attainment "
"736",2020-09-07,6,3,"Topic-6: Gender disparities 
in educational attainment "
"737",2020-09-08,6,3,"Topic-6: Gender disparities 
in educational attainment "
"738",2020-09-09,6,2,"Topic-6: Gender disparities 
in educational attainment "
